Seconds,Temperature,Pressure,Humidity,Gas resistance,Waterproof temperature,Ammonia
15.22,0,706.76,0,0,22.125,126
2.36,0,706.76,57.591,0,22.062,115
6.93,33.7,1023.2,0,0,22.062,118
9.68,33.7,706.76,100.0,0,22.062,117
10.41,33.7,706.76,100.0,0,22.062,118
15.23,0,1005.62,0,0,22.062,118
2.85,22.99,0,100.0,0,22.125,114
2.87,23.0,0,57.254,0,22.062,115
6.38,33.7,1023.11,55.697,0,22.062,117
11.18,22.99,1005.64,100.0,0,22.062,116
10.76,22.99,1005.62,100.0,0,22.062,118
14.63,33.7,1005.62,57.438,0,22.062,117
25.57,23.22,1022.67,100.0,0,22.125,116
23.89,33.7,1023.07,100.0,0,22.062,116
25.23,0,706.76,100.0,0,22.125,120
37.91,33.7,0,100.0,0,22.125,117
3.28,22.92,1005.58,0,0,22.062,114
6.36,33.7,694.81,0,0,22.062,116
12.29,33.7,0,55.725,0,22.062,116
10.12,33.7,1005.65,0,0,22.062,118
17.52,23.0,1005.63,0,0,22.062,116
25.5,23.0,1005.34,0,0,22.125,117
22.53,23.02,1005.63,100.0,0,22.125,115
26.4,23.01,1005.63,55.778,0,22.062,116
41.89,33.7,1005.69,55.691,0,22.062,116
29.95,33.7,706.76,55.732,0,22.062,116
40.66,23.03,1023.2,0,0,22.062,117
33.05,33.7,0,100.0,0,22.125,115
35.21,33.7,706.76,100.0,0,22.125,115
42.73,33.7,1005.64,55.805,0,22.062,115
47.37,0,1005.67,100.0,0,22.125,117
3.1,22.91,706.76,100.0,0,22.062,115
6.8,33.7,694.73,100.0,0,22.062,117
12.93,23.5,706.76,0,0,22.125,116
10.26,33.7,706.76,57.207,0,22.125,111
16.84,33.7,706.76,55.661,0,22.062,116
2.94,22.93,706.76,100.0,0,22.125,113
6.37,22.95,0,56.008,55417.099604772644,22.125,116
12.05,23.28,706.76,100.0,0,22.125,116
10.9,24.18,1005.67,57.241,0,22.125,124
15.16,23.03,1005.67,0,0,22.125,115
18.88,33.7,695.13,100.0,0,22.125,117
27.14,33.7,706.76,0,0,22.125,115
23.45,33.7,0,57.114,0,22.125,125
25.77,0,706.76,100.0,0,22.062,121
38.82,0,1005.7,0,0,22.062,116
41.56,33.7,706.76,100.0,0,22.062,115
33.46,22.98,0,100.0,0,22.125,115
38.44,22.98,1005.7,0,0,22.125,116
37.91,0,706.76,100.0,0,22.125,115
2.96,22.94,1005.71,100.0,0,22.125,113
7.62,22.97,0,100.0,0,22.125,114
12.74,23.17,1005.65,100.0,0,22.125,114
11.1,23.19,1005.7,55.815,0,22.125,116
12.96,33.7,706.76,57.326,0,22.125,116
17.38,33.7,1023.07,100.0,0,22.125,128
18.88,33.7,0,100.0,0,22.062,116
20.26,0,706.76,100.0,0,22.062,114
23.49,0,706.76,57.207,0,22.125,117
27.8,23.01,706.76,100.0,0,22.062,116
28.33,0,706.76,100.0,0,22.125,118
28.47,33.7,1005.7,100.0,0,22.125,117
35.71,0,706.76,100.0,0,22.062,127
37.36,0,1005.66,0,0,22.062,117
3.284367799758911,22.8,1005.69,0,0,22.062,115
3.555856466293335,33.7,1022.94,0,0,22.062,117
6.647529125213623,0,1005.64,100.0,0,22.062,122
8.165764808654785,23.14,1005.65,100.0,0,22.062,115
9.376831769943237,23.1,1005.68,100.0,0,22.062,123
10.796347856521606,0,1023.08,100.0,0,22.062,114
1.4937658309936523,22.81,1005.69,56.458,30844.44176719372,22.0,115
1.4964168071746826,22.93,1005.69,56.228,42729.26373528262,22.062,115
1.514578104019165,23.01,1005.7,56.009,50201.904227308725,22.062,114
1.5228426456451416,23.03,1005.72,55.81,54657.6113959418,22.062,114
1.5366883277893066,23.04,1005.71,55.614,58028.047429388615,22.062,114
1.525745153427124,22.94,1005.75,55.554,56846.448259967976,22.062,112
1.5226874351501465,23.05,1005.72,55.498,61568.705559304035,22.062,112
1.519869089126587,23.09,1005.7,55.402,64261.440597183355,22.062,112
1.5141065120697021,23.11,1005.71,55.306,66243.73620077586,22.062,114
1.5145533084869385,23.11,1005.66,55.2,67146.60886490528,22.062,114
1.5407476425170898,23.13,1005.73,55.128,68240.83526689491,22.062,112
1.530149221420288,23.15,1005.73,55.095,69256.58516439097,22.062,113
1.3965184688568115,23.03,1005.73,55.271,64310.7855465471,22.062,114
1.5072414875030518,23.03,1005.78,55.311,62815.51159526286,22.062,114
1.5133070945739746,23.14,1005.77,55.255,67146.60886490528,22.062,114
1.5389151573181152,23.19,1005.8,55.176,69428.82399426747,22.062,115
1.5386137962341309,23.19,1005.79,55.092,70185.19987658242,22.062,113
1.5293588638305664,23.22,1005.73,54.999,71320.79726310122,22.062,114
1.5266411304473877,23.1,1005.73,54.929,69199.36197204354,22.062,114
1.5452899932861328,23.2,1005.73,54.915,71871.6371265163,22.062,114
1.5275382995605469,23.23,1005.71,54.825,72556.55110685708,22.062,114
1.5221967697143555,23.25,1005.71,54.735,73770.84623450186,22.062,113
1.513922929763794,23.24,1005.69,54.679,75228.65345185832,22.062,115
1.5369408130645752,23.27,1005.71,54.637,75841.77094182024,22.062,113
1.553159236907959,23.27,1005.72,54.585,75296.28763887455,22.062,114
1.5470242500305176,23.28,1005.72,54.55,76745.23890911236,22.062,114
1.5298831462860107,23.3,1005.73,54.517,75910.51257678666,22.062,113
1.5129010677337646,23.32,1005.73,54.484,76956.7967958562,22.062,115
1.5476808547973633,23.31,1005.73,54.475,76815.62884472068,22.062,114
1.5317137241363525,23.35,1005.73,54.501,77383.43110610486,22.062,112
1.5362989902496338,23.35,1005.73,54.52,78105.09831237748,22.062,114
1.5203864574432373,23.32,1005.72,54.517,76815.62884472068,22.062,114
1.5171210765838623,23.37,1005.71,54.491,78471.00322206241,22.062,113
1.538851022720337,23.34,1005.71,54.49,77454.99714930687,22.062,115
1.5160017013549805,23.36,1005.7,54.451,78618.32693660128,22.062,114
1.5347900390625,23.36,1005.67,54.422,78251.05002296061,22.062,114
1.5280587673187256,23.39,1005.68,54.402,79288.18762055546,22.062,114
1.5259346961975098,23.37,1005.68,54.368,78471.00322206241,22.062,114
1.5392658710479736,23.39,1005.68,54.354,78471.00322206241,22.062,115
1.5222718715667725,23.36,1005.69,54.312,78989.06781178102,22.062,115
1.5403282642364502,23.38,1005.7,54.308,79817.13491202157,22.062,113
1.514918327331543,23.39,1005.69,54.287,79363.32188607007,22.062,115
1.5136229991912842,23.4,1005.66,54.254,79817.13491202157,22.062,114
1.5491297245025635,23.38,1005.67,54.235,79969.56145507608,22.062,114
1.52366304397583,23.42,1005.73,54.193,80353.1870717469,22.062,115
1.539881706237793,23.38,1005.69,54.164,80740.51106896225,22.062,113
1.531618356704712,23.4,1005.72,54.12,80585.13424815594,22.062,113
1.5317349433898926,23.38,1005.68,54.065,80662.74783441678,22.062,114
1.5687143802642822,23.39,1005.67,54.043,79969.56145507608,22.062,114
1.4766175746917725,23.42,1005.68,54.027,81685.50183634394,22.062,114
1.5527527332305908,23.39,1005.68,54.001,80740.51106896225,22.062,114
1.536700963973999,23.41,1005.71,53.997,81131.5871876725,22.062,114
1.5240943431854248,23.38,1005.67,54.013,80585.13424815594,22.062,113
1.5071685314178467,23.42,1005.68,54.008,81131.5871876725,22.062,113
1.512075424194336,23.4,1005.69,53.991,81765.25053975874,22.062,114
1.5261969566345215,23.39,1005.7,53.976,81685.50183634394,22.062,114
1.5009315013885498,23.38,1005.73,53.968,82005.43369414585,22.062,112
1.5126886367797852,23.37,1005.73,53.988,81447.18639132903,22.062,114
1.5385429859161377,23.41,1005.79,54.001,82085.80862435349,22.062,115
1.5280086994171143,23.41,1005.76,54.008,81289.08046577903,22.062,115
1.53511381149292,23.4,1005.7,54.037,80896.4882174905,22.062,114
1.5278058052062988,23.44,1005.73,54.079,82408.89009293675,22.062,114
1.517542839050293,23.42,1005.72,54.085,82247.0320770831,22.062,114
1.516392707824707,23.43,1005.71,54.073,82085.80862435349,22.062,113
1.5078985691070557,23.44,1005.65,54.048,82734.52485878144,22.062,115
1.4984025955200195,23.41,1005.67,54.008,82247.0320770831,22.062,113
1.4998066425323486,23.42,1005.67,53.956,81765.25053975874,22.062,114
1.4544281959533691,23.43,1005.68,53.958,82980.44479663469,22.062,114
1.4704163074493408,23.43,1005.67,53.977,82571.38642568928,22.062,114
1.5047101974487305,23.43,1005.65,53.996,81210.25746856973,22.062,113
1.5215411186218262,23.43,1005.67,54.008,82166.34126378786,22.062,113
1.5054998397827148,23.42,1005.72,54.008,82166.34126378786,22.062,114
1.5191643238067627,23.42,1005.73,53.989,82085.80862435349,22.062,115
1.5110573768615723,23.41,1005.68,53.956,82898.30920561349,22.062,114
1.4707298278808594,23.42,1005.72,53.97,82327.88153070038,22.062,114
1.4932641983032227,23.42,1005.66,53.97,82408.89009293675,22.062,114
1.5120110511779785,23.44,1005.69,54.002,83643.43572742568,22.062,113
1.5044984817504883,23.4,1005.7,53.995,81368.0566244163,22.062,113
1.4439420700073242,23.42,1005.72,54.015,82571.38642568928,22.062,115
1.472872257232666,23.43,1005.69,54.008,83227.83104568257,22.062,115
1.2257769107818604,23.41,0,54.02,77169.52428613267,22.062,113
1.535832166671753,23.43,1005.72,54.156,82734.52485878144,22.062,114
1.5102317333221436,23.44,1005.65,54.182,82327.88153070038,22.062,114
1.5199451446533203,23.44,1005.71,54.194,82734.52485878144,22.062,112
1.5127208232879639,23.43,1005.73,54.169,82734.52485878144,22.062,114
1.5423583984375,23.43,1005.72,54.144,82327.88153070038,22.062,113
1.5274221897125244,23.47,1005.7,54.115,82490.05823393434,22.062,112
1.4666717052459717,23.46,1005.68,54.078,83476.69675958181,22.062,114
1.4229412078857422,23.46,1005.67,54.044,83393.57631820985,22.062,114
1.4337241649627686,23.46,1005.68,54.013,82408.89009293675,22.062,115
1.4564027786254883,23.45,1005.73,53.989,82980.44479663469,22.062,115
1.5013823509216309,23.45,1005.71,53.989,82408.89009293675,22.062,114
1.483379602432251,23.45,1005.7,53.996,83145.20523047076,22.062,114
1.4693243503570557,23.45,1005.71,54.008,83810.84213169596,22.062,114
1.4447524547576904,23.46,1005.7,53.994,84317.10628018195,22.062,113
1.4496119022369385,23.45,1005.71,53.965,83559.98306366974,22.062,114
1.2843708992004395,23.43,1005.72,0,76464.96449893543,22.062,113
1.439225435256958,23.45,1005.71,53.979,83559.98306366974,22.062,112
1.3734614849090576,23.45,1005.68,53.977,83810.84213169596,22.062,112
1.5124764442443848,23.43,1005.69,53.996,83559.98306366974,22.062,113
1.4090604782104492,23.43,1005.71,53.989,83894.79687609049,22.062,113
1.3719327449798584,23.43,1005.72,53.989,83810.84213169596,22.062,113
1.4752521514892578,23.45,1005.7,53.952,83227.83104568257,22.062,114
1.5117497444152832,23.44,1005.69,53.906,83810.84213169596,22.062,113
1.294121265411377,23.43,1005.69,0,77454.99714930687,22.062,114
1.514678955078125,23.41,1005.71,53.874,82734.52485878144,22.062,112
1.5438742637634277,23.43,1005.69,53.869,83393.57631820985,22.062,111
1.5376167297363281,23.43,1005.71,53.875,83894.79687609049,22.062,112
1.399630069732666,23.41,1005.73,53.874,83810.84213169596,22.062,112
1.5426950454711914,23.41,1005.74,53.874,84487.22290996167,22.062,113
1.4484319686889648,23.42,1005.76,53.894,83643.43572742568,22.062,112
1.4939939975738525,23.44,1005.73,53.912,84487.22290996167,22.062,113
1.3893539905548096,23.4,1005.74,53.918,85174.60980293089,22.062,114
1.43888521194458,23.42,1005.73,53.946,83894.79687609049,22.062,115
1.541893720626831,23.43,1005.72,53.958,83727.05524978891,22.062,114
1.4348242282867432,23.4,1005.71,53.983,83894.79687609049,22.062,114
1.4566283226013184,23.42,1005.73,53.989,83310.62124457913,22.062,113
1.547738790512085,23.47,1005.69,54.025,84063.21197421328,22.062,114
1.5651805400848389,23.42,1005.73,54.067,82571.38642568928,22.062,112
1.5508735179901123,23.45,1005.73,54.2,81845.15511195529,22.062,113
1.5947082042694092,23.44,1005.72,54.485,82652.87514206104,0,112
1.5639684200286865,23.48,1005.71,54.473,83894.79687609049,22.062,112
1.4951891899108887,23.48,1005.68,54.343,84658.02737990792,22.062,113
1.4989302158355713,23.53,1005.71,54.21,85435.27239905341,22.062,114
1.4424004554748535,23.46,1005.72,54.09,84658.02737990792,22.062,116
1.537628412246704,23.47,1005.71,54.09,83476.69675958181,22.062,114
1.5402414798736572,23.45,1005.72,54.251,83476.69675958181,22.062,114
1.514683485031128,23.5,1005.74,54.318,83062.74330984244,22.062,114
1.5489957332611084,23.48,1005.73,54.324,83227.83104568257,22.062,115
1.3732507228851318,23.49,1005.73,54.349,83810.84213169596,22.062,114
1.4301307201385498,23.48,1005.73,54.26,82816.33605346407,22.062,114
1.4985952377319336,23.48,1005.73,54.17,83643.43572742568,22.062,115
1.4107897281646729,23.46,1005.7,54.057,84402.07887499784,22.062,114
1.4199473857879639,23.46,1005.71,54.007,84658.02737990792,22.062,115
1.4063782691955566,23.46,1005.71,53.988,84743.68885993834,22.062,115
1.5170674324035645,23.48,1005.69,53.947,85609.93562942848,22.062,114
1.4905078411102295,23.46,1005.69,53.942,83727.05524978891,22.062,115
1.5071885585784912,23.46,1005.71,53.905,84487.22290996167,22.062,114
1.4453353881835938,23.46,1005.72,53.865,83227.83104568257,22.062,114
1.4307243824005127,23.46,1005.73,53.821,84402.07887499784,22.062,114
1.4108600616455078,23.47,1005.73,53.788,83810.84213169596,22.062,114
1.4379305839538574,23.48,1005.73,53.773,84829.52387023401,22.062,114
1.422133207321167,23.48,1005.73,53.753,84915.5329386276,22.062,114
1.4906821250915527,23.47,1005.73,53.744,85261.32042506387,22.062,113
1.4122734069824219,23.47,1005.72,53.731,84829.52387023401,22.062,114
1.5054073333740234,23.47,1005.74,53.75,84658.02737990792,22.062,113
1.5036506652832031,23.48,1005.71,53.761,85174.60980293089,22.062,111
1.4234611988067627,23.45,1005.73,53.739,84402.07887499784,22.062,113
1.4943842887878418,23.45,1005.73,53.721,84829.52387023401,22.062,113
1.4276988506317139,23.45,1005.72,53.715,85961.41338012311,22.062,113
1.4914510250091553,23.45,1005.73,53.758,84487.22290996167,22.125,112
1.359769582748413,23.46,1005.68,53.763,85174.60980293089,22.062,112
1.423084020614624,23.46,1005.73,53.763,83810.84213169596,22.125,113
1.4661531448364258,23.48,1005.69,53.773,85001.71659509464,22.062,114
1.453430414199829,23.48,1005.7,53.753,85174.60980293089,22.125,113
1.4567201137542725,23.49,1005.69,53.734,85261.32042506387,22.062,113
1.497281789779663,23.49,1005.68,53.74,84915.5329386276,22.062,114
1.4063022136688232,23.48,1005.7,53.734,84063.21197421328,22.062,113
1.4446461200714111,23.49,1005.68,53.74,84147.67334395577,22.062,113
1.4268279075622559,23.49,1005.69,53.761,85001.71659509464,22.125,113
1.5207202434539795,23.48,1005.69,53.836,83476.69675958181,22.062,113
1.3982279300689697,23.52,1005.69,53.944,84402.07887499784,22.062,114
1.4281988143920898,23.51,1005.7,54.056,83643.43572742568,22.125,114
1.4987668991088867,23.51,1005.7,54.133,84147.67334395577,22.062,112
1.531064748764038,23.53,1005.72,54.136,85088.0753717644,22.062,112
1.5208628177642822,23.51,1005.73,54.114,85348.20777681987,22.125,111
1.4632465839385986,23.5,1005.74,54.056,85261.32042506387,22.125,112
1.5163440704345703,23.51,1005.73,54.012,85348.20777681987,22.125,111
1.5356628894805908,23.52,1005.72,53.941,85348.20777681987,22.125,112
1.5007591247558594,23.5,1005.71,53.886,84743.68885993834,22.125,111
1.5087378025054932,23.5,1005.71,53.834,83894.79687609049,22.062,110
1.5081956386566162,23.51,1005.73,53.788,85261.32042506387,22.062,112
1.5299072265625,23.52,1005.67,53.741,84487.22290996167,22.062,112
1.5489845275878906,23.36,1005.68,53.907,76464.96449893543,22.125,113
1.5393264293670654,23.43,1005.75,53.965,79589.58149941862,22.125,114
1.5035841464996338,23.46,1005.75,53.967,82816.33605346407,22.125,114
1.5181779861450195,23.5,1005.73,53.997,83476.69675958181,22.125,115
1.5164015293121338,23.49,1005.73,53.976,83643.43572742568,22.062,114
1.5161945819854736,23.48,1005.78,53.934,83310.62124457913,22.125,114
1.5050466060638428,23.51,1005.77,53.907,84063.21197421328,22.125,115
1.5181779861450195,23.49,1005.81,53.893,84572.53890444212,22.062,114
1.4934782981872559,23.49,1005.73,53.83,83727.05524978891,22.125,115
1.4900355339050293,23.49,1005.72,53.817,84402.07887499784,22.125,115
1.492649793624878,23.51,1005.72,53.818,85261.32042506387,22.125,114
1.5079436302185059,23.52,1005.73,53.827,85174.60980293089,22.062,113
1.5022826194763184,23.53,1005.73,53.802,85435.27239905341,22.062,112
1.4869425296783447,23.24,1005.72,54.583,60545.00194968513,22.062,113
1.5340485572814941,23.36,1005.74,54.506,69428.82399426747,22.125,110
1.5069036483764648,23.39,1005.75,54.377,74691.92290438573,22.062,112
1.5402889251708984,23.47,1005.83,54.246,78840.35265588512,22.062,110
1.5021228790283203,23.43,1005.79,54.144,79213.19548251056,22.125,112
1.5111193656921387,23.44,1005.77,54.061,79893.27548038591,22.062,113
1.5713858604431152,23.45,1005.73,54.038,82898.30920561349,22.062,112
1.5773673057556152,23.44,1005.73,53.996,81765.25053975874,22.062,112
1.5400104522705078,23.49,1005.72,53.984,83227.83104568257,22.062,113
1.5545399188995361,23.49,1005.75,53.971,82816.33605346407,22.062,112
1.5504021644592285,23.47,1005.74,53.942,83727.05524978891,22.125,114
1.517653226852417,23.48,1005.73,53.942,83559.98306366974,22.062,114
1.525385856628418,23.47,1005.72,53.923,83643.43572742568,22.062,113
1.5314242839813232,23.49,1005.73,53.907,84487.22290996167,22.125,114
1.5531458854675293,23.48,1005.78,53.882,84743.68885993834,22.125,113
1.5236623287200928,23.35,1005.7,53.905,78471.00322206241,22.125,114
1.5310523509979248,23.45,1005.73,53.952,81765.25053975874,22.125,115
1.5402777194976807,23.49,1005.7,53.94,82408.89009293675,22.062,115
1.4932570457458496,23.49,1005.72,53.894,82408.89009293675,22.062,115
1.4997150897979736,23.49,1005.73,53.882,82980.44479663469,22.062,115
1.531386375427246,23.5,1005.74,53.893,83643.43572742568,22.062,113
1.5223748683929443,23.49,1005.7,53.853,84317.10628018195,22.125,113
1.5302910804748535,23.5,1005.71,53.839,84487.22290996167,22.125,114
1.5118565559387207,23.51,1005.73,53.793,84743.68885993834,22.062,114
1.5368177890777588,23.36,1005.72,53.984,74228.52732802494,22.125,114
1.569166898727417,23.46,1005.72,54.019,78840.35265588512,22.062,113
1.55680251121521,23.48,1005.73,53.984,81605.90854607862,22.062,112
1.531017780303955,23.49,1005.72,53.94,82005.43369414585,22.062,114
2.445608139038086,33.7,706.76,54.038,0,22.125,116
2.108206272125244,23.44,1005.73,54.117,75568.04491220551,22.125,116
1.4943881034851074,23.6,1005.7,54.108,81685.50183634394,22.125,115
1.534585952758789,23.56,1005.7,53.999,83476.69675958181,22.125,115
1.5158329010009766,23.52,1005.71,53.936,82816.33605346407,22.125,113
1.5286083221435547,23.08,1005.7,56.302,34873.14308199873,22.062,114
1.5654680728912354,23.23,1005.7,56.162,51466.74959802775,22.062,115
1.5488395690917969,23.24,1005.73,55.768,59981.305179671945,22.062,113
1.5371546745300293,23.31,1005.73,55.435,65930.84501333168,22.125,113
2.5021488666534424,33.7,706.76,57.557,0,22.125,116
1.9750659465789795,22.86,1005.74,56.052,13658.360365265757,22.125,117
1.5171911716461182,23.11,1005.73,55.921,26003.550070647627,22.062,115
1.5523507595062256,23.07,1005.73,55.667,35826.924798008185,22.062,114
1.568411111831665,23.09,1005.73,55.453,43618.520032726534,22.062,113
1.5606296062469482,23.12,1005.77,55.29,49577.83391952358,22.125,112
1.55293607711792,23.18,1005.75,55.192,55197.957720679966,22.125,113
1.5302939414978027,23.19,1005.74,55.073,59009.292243310556,22.125,112
1.5229289531707764,23.21,1005.73,54.954,61978.771460178985,22.062,114
1.5277650356292725,23.21,1005.72,54.831,64558.65141053584,22.125,113
1.46500563621521,23.25,1005.73,54.748,67200.4860906737,22.125,114
1.5349225997924805,23.24,1005.72,54.672,68576.09172897619,22.125,114
1.5275237560272217,23.28,1005.76,54.621,70898.16919747951,22.062,114
1.5331122875213623,23.29,1005.73,54.564,72368.46511768404,22.125,114
1.54201078414917,23.31,1005.73,54.525,74625.36961734005,22.125,113
1.5711758136749268,23.16,1005.75,54.635,66191.38159447159,22.125,112
1.5773046016693115,23.29,1005.76,54.632,71320.79726310122,22.125,112
1.5245513916015625,23.39,1005.74,54.546,76117.4871995945,22.125,113
2.0961735248565674,21.65,1008.54,66.07,3092.7063260984887,20.937,129
2.0418543815612793,22.35,1008.58,66.1,5191.57260108503,20.937,131
1.5311949253082275,22.08,1008.57,65.618,6936.484704206376,20.937,120
1.4473741054534912,21.87,1008.59,65.278,9591.632579243884,20.937,120
1.5001299381256104,21.88,1008.56,65.078,13061.947237524217,20.937,121
2.789358377456665,21.95,1008.58,64.787,4898.65022768071,21.312,117
5.4295103549957275,22.26,1008.59,64.602,11883.30356741315,21.312,117
7.991190671920776,22.46,1008.58,0,16967.679935935837,21.312,116
10.309324741363525,22.69,1008.6,64.086,23631.990117746533,21.312,115
0.9660806655883789,0,1008.59,64.114,21518.999670955887,21.25,115
1.3592305183410645,22.63,1008.62,62.093,11291.526434798985,21.937,117
1.5276639461517334,22.9,1008.59,61.929,20628.57896814443,21.937,116
0.8982887268066406,0,1008.66,61.665,13336.487216643067,22.0,107
0.8881819248199463,0,1008.65,0,19678.60161999585,22.0,107
1.3686397075653076,0,1008.65,0,53711.18611706582,22.0,106
1.3792924880981445,22.94,1008.65,61.278,48235.80688710034,22.0,107
0.8579726219177246,0,1008.61,60.884,0,22.0,106
0.9643011093139648,0,1008.68,60.619,56769.38363724279,22.0,106
0.9068107604980469,0,1008.64,60.507,0,22.0,106
0.881171464920044,0,1008.62,60.438,62627.62271140129,22.0,107
0.8615884780883789,0,1008.64,60.37,0,22.0,108
0.9391489028930664,0,1008.66,60.31,67200.4860906737,22.0,109
0.9285414218902588,0,1008.66,0,57549.56179793848,22.0,109
1.0122754573822021,23.09,1008.64,60.252,0,22.0,110
1.0596544742584229,0,706.76,61.973,0,22.0,109
1.3833389282226562,23.17,1008.66,60.423,67254.44984674186,22.0,111
0.9331791400909424,0,1008.6,60.364,69601.92167078008,22.0,109
0.8900470733642578,0,1008.63,0,60153.62915252873,22.0,109
0.9170005321502686,0,1008.63,0,60764.6398389504,22.0,108
0.9269475936889648,0,1008.63,60.119,74758.59500688313,22.0,108
0.9240272045135498,0,1008.62,60.046,74825.38624329261,22.0,108
0.8577253818511963,0,1008.63,60.001,74758.59500688313,22.0,109
0.9994425773620605,23.17,1008.61,60.614,0,22.0,110
0.9123473167419434,0,1008.62,60.917,0,22.0,109
0.923734188079834,0,1008.63,61.016,76815.62884472068,22.0,108
0.9105062484741211,0,1008.64,60.633,65467.0113680889,22.0,110
0.881279468536377,0,1008.64,60.555,60413.97971318963,22.0,109
0.8717098236083984,0,1008.61,0,57431.17082669953,22.0,109
0.9108076095581055,0,1008.66,60.306,66191.38159447159,22.0,109
0.8594281673431396,0,1008.62,0,52466.231981293175,22.0,108
0.9002640247344971,0,1008.64,60.322,65110.739343326386,22.0,108
0.942861795425415,23.06,1008.61,0,63338.067429266084,22.0,108
